,Unnamed: 0,keyword,site_name,URL,snippet,ranking,target
23,23,Meta Learning,Few-shot Learning with Meta Metric Learners,http://arxiv.org/abs/1901.09890v1,"Few-shot Learning aims to learn classifiers for new classes with only a few training examples per class. Existing meta-learning or metric-learning based few-shot learning approaches are limited in handling diverse domains with various number of labels. The meta-learning approaches train a meta learner to predict weights of homogeneous-structured task-specific networks, requiring a uniform number of classes across tasks. The metric-learning approaches learn one task-invariant metric for all the tasks, and they fail if the tasks diverge. We propose to deal with these limitations with meta metric learning. Our meta metric learning approach consists of task-specific learners, that exploit metric learning to handle flexible labels, and a meta learner, that discovers good parameters and gradient decent to specify the metrics in task-specific learners. Thus the proposed model is able to handle unbalanced classes as well as to generate task-specific metrics. We test our approach in the `$k$-shot $N$-way' few-shot learning setting used in previous work and new realistic few-shot setting with diverse multi-domain tasks and flexible label numbers. Experiments show that our approach attains superior performances in both settings.",24,Few shot Learning aims to learn classifiers for new classes with only a few training examples per class Existing meta learning or metric learning based few shot learning approaches are limited in handling diverse domains with various number of labels The meta learning approaches train a meta learner to predict weights of homogeneous structured task specific networks requiring a uniform number of classes across tasks The metric learning approaches learn one task invariant metric for all the tasks and they fail if the tasks diverge We propose to deal with these limitations with meta metric learning Our meta metric learning approach consists of task specific learners that exploit metric learning to handle flexible labels and a meta learner that discovers good parameters and gradient decent to specify the metrics in task specific learners Thus the proposed model is able to handle unbalanced classes as well as to generate task specific metrics We test our approach in the k shot N way few shot learning setting used in previous work and new realistic few shot setting with diverse multi domain tasks and flexible label numbers Experiments show that our approach attains superior performances in both settings
24,24,Meta Learning,A Brief Summary of Interactions Between Meta-Learning and Self-Supervised Learning,http://arxiv.org/abs/2103.00845v1,"This paper briefly reviews the connections between meta-learning and self-supervised learning. Meta-learning can be applied to improve model generalization capability and to construct general AI algorithms. Self-supervised learning utilizes self-supervision from original data and extracts higher-level generalizable features through unsupervised pre-training or optimization of contrastive loss objectives. In self-supervised learning, data augmentation techniques are widely applied and data labels are not required since pseudo labels can be estimated from trained models on similar tasks. Meta-learning aims to adapt trained deep models to solve diverse tasks and to develop general AI algorithms. We review the associations of meta-learning with both generative and contrastive self-supervised learning models. Unlabeled data from multiple sources can be jointly considered even when data sources are vastly different. We show that an integration of meta-learning and self-supervised learning models can best contribute to the improvement of model generalization capability. Self-supervised learning guided by meta-learner and general meta-learning algorithms under self-supervision are both examples of possible combinations.",25,This paper briefly reviews the connections between meta learning and self supervised learning Meta learning can be applied to improve model generalization capability and to construct general AI algorithms Self supervised learning utilizes self supervision from original data and extracts higher level generalizable features through unsupervised pre training or optimization of contrastive loss objectives In self supervised learning data augmentation techniques are widely applied and data labels are not required since pseudo labels can be estimated from trained models on similar tasks Meta learning aims to adapt trained deep models to solve diverse tasks and to develop general AI algorithms We review the associations of meta learning with both generative and contrastive self supervised learning models Unlabeled data from multiple sources can be jointly considered even when data sources are vastly different We show that an integration of meta learning and self supervised learning models can best contribute to the improvement of model generalization capability Self supervised learning guided by meta learner and general meta learning algorithms under self supervision are both examples of possible combinations
25,25,Meta Learning,Towards Understanding Generalization in Gradient-Based Meta-Learning,http://arxiv.org/abs/1907.07287v1,"In this work we study generalization of neural networks in gradient-based meta-learning by analyzing various properties of the objective landscapes. We experimentally demonstrate that as meta-training progresses, the meta-test solutions, obtained after adapting the meta-train solution of the model, to new tasks via few steps of gradient-based fine-tuning, become flatter, lower in loss, and further away from the meta-train solution. We also show that those meta-test solutions become flatter even as generalization starts to degrade, thus providing an experimental evidence against the correlation between generalization and flat minima in the paradigm of gradient-based meta-leaning. Furthermore, we provide empirical evidence that generalization to new tasks is correlated with the coherence between their adaptation trajectories in parameter space, measured by the average cosine similarity between task-specific trajectory directions, starting from a same meta-train solution. We also show that coherence of meta-test gradients, measured by the average inner product between the task-specific gradient vectors evaluated at meta-train solution, is also correlated with generalization. Based on these observations, we propose a novel regularizer for MAML and provide experimental evidence for its effectiveness.",26,In this work we study generalization of neural networks in gradient based meta learning by analyzing various properties of the objective landscapes We experimentally demonstrate that as meta training progresses the meta test solutions obtained after adapting the meta train solution of the model to new tasks via few steps of gradient based fine tuning become flatter lower in loss and further away from the meta train solution We also show that those meta test solutions become flatter even as generalization starts to degrade thus providing an experimental evidence against the correlation between generalization and flat minima in the paradigm of gradient based meta leaning Furthermore we provide empirical evidence that generalization to new tasks is correlated with the coherence between their adaptation trajectories in parameter space measured by the average cosine similarity between task specific trajectory directions starting from a same meta train solution We also show that coherence of meta test gradients measured by the average inner product between the task specific gradient vectors evaluated at meta train solution is also correlated with generalization Based on these observations we propose a novel regularizer for MAML and provide experimental evidence for its effectiveness
26,26,Meta Learning,A Theoretical Analysis of the Number of Shots in Few-Shot Learning,http://arxiv.org/abs/1909.11722v2,"Few-shot classification is the task of predicting the category of an example from a set of few labeled examples. The number of labeled examples per category is called the number of shots (or shot number). Recent works tackle this task through meta-learning, where a meta-learner extracts information from observed tasks during meta-training to quickly adapt to new tasks during meta-testing. In this formulation, the number of shots exploited during meta-training has an impact on the recognition performance at meta-test time. Generally, the shot number used in meta-training should match the one used in meta-testing to obtain the best performance. We introduce a theoretical analysis of the impact of the shot number on Prototypical Networks, a state-of-the-art few-shot classification method. From our analysis, we propose a simple method that is robust to the choice of shot number used during meta-training, which is a crucial hyperparameter. The performance of our model trained for an arbitrary meta-training shot number shows great performance for different values of meta-testing shot numbers. We experimentally demonstrate our approach on different few-shot classification benchmarks.",27,Few shot classification is the task of predicting the category of an example from a set of few labeled examples The number of labeled examples per category is called the number of shots or shot number Recent works tackle this task through meta learning where a meta learner extracts information from observed tasks during meta training to quickly adapt to new tasks during meta testing In this formulation the number of shots exploited during meta training has an impact on the recognition performance at meta test time Generally the shot number used in meta training should match the one used in meta testing to obtain the best performance We introduce a theoretical analysis of the impact of the shot number on Prototypical Networks a state of the art few shot classification method From our analysis we propose a simple method that is robust to the choice of shot number used during meta training which is a crucial hyperparameter The performance of our model trained for an arbitrary meta training shot number shows great performance for different values of meta testing shot numbers We experimentally demonstrate our approach on different few shot classification benchmarks
27,27,Meta Learning,Learning an Explicit Hyperparameter Prediction Policy Conditioned on Tasks,http://arxiv.org/abs/2107.02378v1,"Meta learning has attracted much attention recently in machine learning community. Contrary to conventional machine learning aiming to learn inherent prediction rules to predict labels for new query data, meta learning aims to learn the learning methodology for machine learning from observed tasks, so as to generalize to new query tasks by leveraging the meta-learned learning methodology. In this study, we interpret such learning methodology as learning an explicit hyperparameter prediction policy shared by all training tasks. Specifically, this policy is represented as a parameterized function called meta-learner, mapping from a training/test task to its suitable hyperparameter setting, extracted from a pre-specified function set called meta learning machine. Such setting guarantees that the meta-learned learning methodology is able to flexibly fit diverse query tasks, instead of only obtaining fixed hyperparameters by many current meta learning methods, with less adaptability to query task's variations. Such understanding of meta learning also makes it easily succeed from traditional learning theory for analyzing its generalization bounds with general losses/tasks/models. The theory naturally leads to some feasible controlling strategies for ameliorating the quality of the extracted meta-learner, verified to be able to finely ameliorate its generalization capability in some typical meta learning applications, including few-shot regression, few-shot classification and domain generalization.",28,Meta learning has attracted much attention recently in machine learning community Contrary to conventional machine learning aiming to learn inherent prediction rules to predict labels for new query data meta learning aims to learn the learning methodology for machine learning from observed tasks so as to generalize to new query tasks by leveraging the meta learned learning methodology In this study we interpret such learning methodology as learning an explicit hyperparameter prediction policy shared by all training tasks Specifically this policy is represented as a parameterized function called meta learner mapping from a training test task to its suitable hyperparameter setting extracted from a pre specified function set called meta learning machine Such setting guarantees that the meta learned learning methodology is able to flexibly fit diverse query tasks instead of only obtaining fixed hyperparameters by many current meta learning methods with less adaptability to query task s variations Such understanding of meta learning also makes it easily succeed from traditional learning theory for analyzing its generalization bounds with general losses tasks models The theory naturally leads to some feasible controlling strategies for ameliorating the quality of the extracted meta learner verified to be able to finely ameliorate its generalization capability in some typical meta learning applications including few shot regression few shot classification and domain generalization
28,28,Meta Learning,Online Structured Meta-learning,http://arxiv.org/abs/2010.11545v1,"Learning quickly is of great importance for machine intelligence deployed in online platforms. With the capability of transferring knowledge from learned tasks, meta-learning has shown its effectiveness in online scenarios by continuously updating the model with the learned prior. However, current online meta-learning algorithms are limited to learn a globally-shared meta-learner, which may lead to sub-optimal results when the tasks contain heterogeneous information that are distinct by nature and difficult to share. We overcome this limitation by proposing an online structured meta-learning (OSML) framework. Inspired by the knowledge organization of human and hierarchical feature representation, OSML explicitly disentangles the meta-learner as a meta-hierarchical graph with different knowledge blocks. When a new task is encountered, it constructs a meta-knowledge pathway by either utilizing the most relevant knowledge blocks or exploring new blocks. Through the meta-knowledge pathway, the model is able to quickly adapt to the new task. In addition, new knowledge is further incorporated into the selected blocks. Experiments on three datasets demonstrate the effectiveness and interpretability of our proposed framework in the context of both homogeneous and heterogeneous tasks.",29,Learning quickly is of great importance for machine intelligence deployed in online platforms With the capability of transferring knowledge from learned tasks meta learning has shown its effectiveness in online scenarios by continuously updating the model with the learned prior However current online meta learning algorithms are limited to learn a globally shared meta learner which may lead to sub optimal results when the tasks contain heterogeneous information that are distinct by nature and difficult to share We overcome this limitation by proposing an online structured meta learning OSML framework Inspired by the knowledge organization of human and hierarchical feature representation OSML explicitly disentangles the meta learner as a meta hierarchical graph with different knowledge blocks When a new task is encountered it constructs a meta knowledge pathway by either utilizing the most relevant knowledge blocks or exploring new blocks Through the meta knowledge pathway the model is able to quickly adapt to the new task In addition new knowledge is further incorporated into the selected blocks Experiments on three datasets demonstrate the effectiveness and interpretability of our proposed framework in the context of both homogeneous and heterogeneous tasks
29,29,Meta Learning,Introducing Symmetries to Black Box Meta Reinforcement Learning,http://arxiv.org/abs/2109.10781v1,"Meta reinforcement learning (RL) attempts to discover new RL algorithms automatically from environment interaction. In so-called black-box approaches, the policy and the learning algorithm are jointly represented by a single neural network. These methods are very flexible, but they tend to underperform in terms of generalisation to new, unseen environments. In this paper, we explore the role of symmetries in meta-generalisation. We show that a recent successful meta RL approach that meta-learns an objective for backpropagation-based learning exhibits certain symmetries (specifically the reuse of the learning rule, and invariance to input and output permutations) that are not present in typical black-box meta RL systems. We hypothesise that these symmetries can play an important role in meta-generalisation. Building off recent work in black-box supervised meta learning, we develop a black-box meta RL system that exhibits these same symmetries. We show through careful experimentation that incorporating these symmetries can lead to algorithms with a greater ability to generalise to unseen action & observation spaces, tasks, and environments.",30,Meta reinforcement learning RL attempts to discover new RL algorithms automatically from environment interaction In so called black box approaches the policy and the learning algorithm are jointly represented by a single neural network These methods are very flexible but they tend to underperform in terms of generalisation to new unseen environments In this paper we explore the role of symmetries in meta generalisation We show that a recent successful meta RL approach that meta learns an objective for backpropagation based learning exhibits certain symmetries specifically the reuse of the learning rule and invariance to input and output permutations that are not present in typical black box meta RL systems We hypothesise that these symmetries can play an important role in meta generalisation Building off recent work in black box supervised meta learning we develop a black box meta RL system that exhibits these same symmetries We show through careful experimentation that incorporating these symmetries can lead to algorithms with a greater ability to generalise to unseen action observation spaces tasks and environments
30,30,Meta Learning,Meta-Learning in Neural Networks: A Survey,http://arxiv.org/abs/2004.05439v2,"The field of meta-learning, or learning-to-learn, has seen a dramatic rise in interest in recent years. Contrary to conventional approaches to AI where tasks are solved from scratch using a fixed learning algorithm, meta-learning aims to improve the learning algorithm itself, given the experience of multiple learning episodes. This paradigm provides an opportunity to tackle many conventional challenges of deep learning, including data and computation bottlenecks, as well as generalization. This survey describes the contemporary meta-learning landscape. We first discuss definitions of meta-learning and position it with respect to related fields, such as transfer learning and hyperparameter optimization. We then propose a new taxonomy that provides a more comprehensive breakdown of the space of meta-learning methods today. We survey promising applications and successes of meta-learning such as few-shot learning and reinforcement learning. Finally, we discuss outstanding challenges and promising areas for future research.",31,The field of meta learning or learning to learn has seen a dramatic rise in interest in recent years Contrary to conventional approaches to AI where tasks are solved from scratch using a fixed learning algorithm meta learning aims to improve the learning algorithm itself given the experience of multiple learning episodes This paradigm provides an opportunity to tackle many conventional challenges of deep learning including data and computation bottlenecks as well as generalization This survey describes the contemporary meta learning landscape We first discuss definitions of meta learning and position it with respect to related fields such as transfer learning and hyperparameter optimization We then propose a new taxonomy that provides a more comprehensive breakdown of the space of meta learning methods today We survey promising applications and successes of meta learning such as few shot learning and reinforcement learning Finally we discuss outstanding challenges and promising areas for future research
31,31,Meta Learning,Meta-Learning across Meta-Tasks for Few-Shot Learning,http://arxiv.org/abs/2002.04274v4,"Existing meta-learning based few-shot learning (FSL) methods typically adopt an episodic training strategy whereby each episode contains a meta-task. Across episodes, these tasks are sampled randomly and their relationships are ignored. In this paper, we argue that the inter-meta-task relationships should be exploited and those tasks are sampled strategically to assist in meta-learning. Specifically, we consider the relationships defined over two types of meta-task pairs and propose different strategies to exploit them. (1) Two meta-tasks with disjoint sets of classes: this pair is interesting because it is reminiscent of the relationship between the source seen classes and target unseen classes, featured with domain gap caused by class differences. A novel learning objective termed meta-domain adaptation (MDA) is proposed to make the meta-learned model more robust to the domain gap. (2) Two meta-tasks with identical sets of classes: this pair is useful because it can be employed to learn models that are robust against poorly sampled few-shots. To that end, a novel meta-knowledge distillation (MKD) objective is formulated. There are some mistakes in the experiments. We thus choose to withdraw this paper.",32,Existing meta learning based few shot learning FSL methods typically adopt an episodic training strategy whereby each episode contains a meta task Across episodes these tasks are sampled randomly and their relationships are ignored In this paper we argue that the inter meta task relationships should be exploited and those tasks are sampled strategically to assist in meta learning Specifically we consider the relationships defined over two types of meta task pairs and propose different strategies to exploit them 0 Two meta tasks with disjoint sets of classes this pair is interesting because it is reminiscent of the relationship between the source seen classes and target unseen classes featured with domain gap caused by class differences A novel learning objective termed meta domain adaptation MDA is proposed to make the meta learned model more robust to the domain gap 0 Two meta tasks with identical sets of classes this pair is useful because it can be employed to learn models that are robust against poorly sampled few shots To that end a novel meta knowledge distillation MKD objective is formulated There are some mistakes in the experiments We thus choose to withdraw this paper
32,32,Meta Learning,ProMP: Proximal Meta-Policy Search,http://arxiv.org/abs/1810.06784v3,"Credit assignment in Meta-reinforcement learning (Meta-RL) is still poorly understood. Existing methods either neglect credit assignment to pre-adaptation behavior or implement it naively. This leads to poor sample-efficiency during meta-training as well as ineffective task identification strategies. This paper provides a theoretical analysis of credit assignment in gradient-based Meta-RL. Building on the gained insights we develop a novel meta-learning algorithm that overcomes both the issue of poor credit assignment and previous difficulties in estimating meta-policy gradients. By controlling the statistical distance of both pre-adaptation and adapted policies during meta-policy search, the proposed algorithm endows efficient and stable meta-learning. Our approach leads to superior pre-adaptation policy behavior and consistently outperforms previous Meta-RL algorithms in sample-efficiency, wall-clock time, and asymptotic performance.",33,Credit assignment in Meta reinforcement learning Meta RL is still poorly understood Existing methods either neglect credit assignment to pre adaptation behavior or implement it naively This leads to poor sample efficiency during meta training as well as ineffective task identification strategies This paper provides a theoretical analysis of credit assignment in gradient based Meta RL Building on the gained insights we develop a novel meta learning algorithm that overcomes both the issue of poor credit assignment and previous difficulties in estimating meta policy gradients By controlling the statistical distance of both pre adaptation and adapted policies during meta policy search the proposed algorithm endows efficient and stable meta learning Our approach leads to superior pre adaptation policy behavior and consistently outperforms previous Meta RL algorithms in sample efficiency wall clock time and asymptotic performance
33,33,Meta Learning,Characterizing classification datasets: a study of meta-features for meta-learning,http://arxiv.org/abs/1808.10406v2,"Meta-learning is increasingly used to support the recommendation of machine learning algorithms and their configurations. Such recommendations are made based on meta-data, consisting of performance evaluations of algorithms on prior datasets, as well as characterizations of these datasets. These characterizations, also called meta-features, describe properties of the data which are predictive for the performance of machine learning algorithms trained on them. Unfortunately, despite being used in a large number of studies, meta-features are not uniformly described, organized and computed, making many empirical studies irreproducible and hard to compare. This paper aims to deal with this by systematizing and standardizing data characterization measures for classification datasets used in meta-learning. Moreover, it presents MFE, a new tool for extracting meta-features from datasets and identifying more subtle reproducibility issues in the literature, proposing guidelines for data characterization that strengthen reproducible empirical research in meta-learning.",34,Meta learning is increasingly used to support the recommendation of machine learning algorithms and their configurations Such recommendations are made based on meta data consisting of performance evaluations of algorithms on prior datasets as well as characterizations of these datasets These characterizations also called meta features describe properties of the data which are predictive for the performance of machine learning algorithms trained on them Unfortunately despite being used in a large number of studies meta features are not uniformly described organized and computed making many empirical studies irreproducible and hard to compare This paper aims to deal with this by systematizing and standardizing data characterization measures for classification datasets used in meta learning Moreover it presents MFE a new tool for extracting meta features from datasets and identifying more subtle reproducibility issues in the literature proposing guidelines for data characterization that strengthen reproducible empirical research in meta learning
34,34,Meta Learning,Continuous Meta-Learning without Tasks,http://arxiv.org/abs/1912.08866v2,"Meta-learning is a promising strategy for learning to efficiently learn within new tasks, using data gathered from a distribution of tasks. However, the meta-learning literature thus far has focused on the task segmented setting, where at train-time, offline data is assumed to be split according to the underlying task, and at test-time, the algorithms are optimized to learn in a single task. In this work, we enable the application of generic meta-learning algorithms to settings where this task segmentation is unavailable, such as continual online learning with a time-varying task. We present meta-learning via online changepoint analysis (MOCA), an approach which augments a meta-learning algorithm with a differentiable Bayesian changepoint detection scheme. The framework allows both training and testing directly on time series data without segmenting it into discrete tasks. We demonstrate the utility of this approach on a nonlinear meta-regression benchmark as well as two meta-image-classification benchmarks.",35,Meta learning is a promising strategy for learning to efficiently learn within new tasks using data gathered from a distribution of tasks However the meta learning literature thus far has focused on the task segmented setting where at train time offline data is assumed to be split according to the underlying task and at test time the algorithms are optimized to learn in a single task In this work we enable the application of generic meta learning algorithms to settings where this task segmentation is unavailable such as continual online learning with a time varying task We present meta learning via online changepoint analysis MOCA an approach which augments a meta learning algorithm with a differentiable Bayesian changepoint detection scheme The framework allows both training and testing directly on time series data without segmenting it into discrete tasks We demonstrate the utility of this approach on a nonlinear meta regression benchmark as well as two meta image classification benchmarks
35,35,Meta Learning,Weighted Meta-Learning,http://arxiv.org/abs/2003.09465v1,"Meta-learning leverages related source tasks to learn an initialization that can be quickly fine-tuned to a target task with limited labeled examples. However, many popular meta-learning algorithms, such as model-agnostic meta-learning (MAML), only assume access to the target samples for fine-tuning. In this work, we provide a general framework for meta-learning based on weighting the loss of different source tasks, where the weights are allowed to depend on the target samples. In this general setting, we provide upper bounds on the distance of the weighted empirical risk of the source tasks and expected target risk in terms of an integral probability metric (IPM) and Rademacher complexity, which apply to a number of meta-learning settings including MAML and a weighted MAML variant. We then develop a learning algorithm based on minimizing the error bound with respect to an empirical IPM, including a weighted MAML algorithm, $\alpha$-MAML. Finally, we demonstrate empirically on several regression problems that our weighted meta-learning algorithm is able to find better initializations than uniformly-weighted meta-learning algorithms, such as MAML.",36,Meta learning leverages related source tasks to learn an initialization that can be quickly fine tuned to a target task with limited labeled examples However many popular meta learning algorithms such as model agnostic meta learning MAML only assume access to the target samples for fine tuning In this work we provide a general framework for meta learning based on weighting the loss of different source tasks where the weights are allowed to depend on the target samples In this general setting we provide upper bounds on the distance of the weighted empirical risk of the source tasks and expected target risk in terms of an integral probability metric IPM and Rademacher complexity which apply to a number of meta learning settings including MAML and a weighted MAML variant We then develop a learning algorithm based on minimizing the error bound with respect to an empirical IPM including a weighted MAML algorithm alpha MAML Finally we demonstrate empirically on several regression problems that our weighted meta learning algorithm is able to find better initializations than uniformly weighted meta learning algorithms such as MAML
36,36,Meta Learning,Online Meta-Critic Learning for Off-Policy Actor-Critic Methods,http://arxiv.org/abs/2003.05334v2,"Off-Policy Actor-Critic (Off-PAC) methods have proven successful in a variety of continuous control tasks. Normally, the critic's action-value function is updated using temporal-difference, and the critic in turn provides a loss for the actor that trains it to take actions with higher expected return. In this paper, we introduce a novel and flexible meta-critic that observes the learning process and meta-learns an additional loss for the actor that accelerates and improves actor-critic learning. Compared to the vanilla critic, the meta-critic network is explicitly trained to accelerate the learning process; and compared to existing meta-learning algorithms, meta-critic is rapidly learned online for a single task, rather than slowly over a family of tasks. Crucially, our meta-critic framework is designed for off-policy based learners, which currently provide state-of-the-art reinforcement learning sample efficiency. We demonstrate that online meta-critic learning leads to improvements in avariety of continuous control environments when combined with contemporary Off-PAC methods DDPG, TD3 and the state-of-the-art SAC.",37,Off Policy Actor Critic Off PAC methods have proven successful in a variety of continuous control tasks Normally the critic s action value function is updated using temporal difference and the critic in turn provides a loss for the actor that trains it to take actions with higher expected return In this paper we introduce a novel and flexible meta critic that observes the learning process and meta learns an additional loss for the actor that accelerates and improves actor critic learning Compared to the vanilla critic the meta critic network is explicitly trained to accelerate the learning process and compared to existing meta learning algorithms meta critic is rapidly learned online for a single task rather than slowly over a family of tasks Crucially our meta critic framework is designed for off policy based learners which currently provide state of the art reinforcement learning sample efficiency We demonstrate that online meta critic learning leads to improvements in avariety of continuous control environments when combined with contemporary Off PAC methods DDPG TD 0 and the state of the art SAC
37,37,Meta Learning,learn2learn: A Library for Meta-Learning Research,http://arxiv.org/abs/2008.12284v2,"Meta-learning researchers face two fundamental issues in their empirical work: prototyping and reproducibility. Researchers are prone to make mistakes when prototyping new algorithms and tasks because modern meta-learning methods rely on unconventional functionalities of machine learning frameworks. In turn, reproducing existing results becomes a tedious endeavour -- a situation exacerbated by the lack of standardized implementations and benchmarks. As a result, researchers spend inordinate amounts of time on implementing software rather than understanding and developing new ideas.   This manuscript introduces learn2learn, a library for meta-learning research focused on solving those prototyping and reproducibility issues. learn2learn provides low-level routines common across a wide-range of meta-learning techniques (e.g. meta-descent, meta-reinforcement learning, few-shot learning), and builds standardized interfaces to algorithms and benchmarks on top of them. In releasing learn2learn under a free and open source license, we hope to foster a community around standardized software for meta-learning research.",38,Meta learning researchers face two fundamental issues in their empirical work prototyping and reproducibility Researchers are prone to make mistakes when prototyping new algorithms and tasks because modern meta learning methods rely on unconventional functionalities of machine learning frameworks In turn reproducing existing results becomes a tedious endeavour a situation exacerbated by the lack of standardized implementations and benchmarks As a result researchers spend inordinate amounts of time on implementing software rather than understanding and developing new ideas This manuscript introduces learn 0 learn a library for meta learning research focused on solving those prototyping and reproducibility issues learn 0 learn provides low level routines common across a wide range of meta learning techniques e g meta descent meta reinforcement learning few shot learning and builds standardized interfaces to algorithms and benchmarks on top of them In releasing learn 0 learn under a free and open source license we hope to foster a community around standardized software for meta learning research
38,38,Meta Learning,Modeling and Optimization Trade-off in Meta-learning,http://arxiv.org/abs/2010.12916v2,"By searching for shared inductive biases across tasks, meta-learning promises to accelerate learning on novel tasks, but with the cost of solving a complex bilevel optimization problem. We introduce and rigorously define the trade-off between accurate modeling and optimization ease in meta-learning. At one end, classic meta-learning algorithms account for the structure of meta-learning but solve a complex optimization problem, while at the other end domain randomized search (otherwise known as joint training) ignores the structure of meta-learning and solves a single level optimization problem. Taking MAML as the representative meta-learning algorithm, we theoretically characterize the trade-off for general non-convex risk functions as well as linear regression, for which we are able to provide explicit bounds on the errors associated with modeling and optimization. We also empirically study this trade-off for meta-reinforcement learning benchmarks.",39,By searching for shared inductive biases across tasks meta learning promises to accelerate learning on novel tasks but with the cost of solving a complex bilevel optimization problem We introduce and rigorously define the trade off between accurate modeling and optimization ease in meta learning At one end classic meta learning algorithms account for the structure of meta learning but solve a complex optimization problem while at the other end domain randomized search otherwise known as joint training ignores the structure of meta learning and solves a single level optimization problem Taking MAML as the representative meta learning algorithm we theoretically characterize the trade off for general non convex risk functions as well as linear regression for which we are able to provide explicit bounds on the errors associated with modeling and optimization We also empirically study this trade off for meta reinforcement learning benchmarks
39,39,Meta Learning,Information-Theoretic Generalization Bounds for Meta-Learning and Applications,http://arxiv.org/abs/2005.04372v4,"Meta-learning, or ""learning to learn"", refers to techniques that infer an inductive bias from data corresponding to multiple related tasks with the goal of improving the sample efficiency for new, previously unobserved, tasks. A key performance measure for meta-learning is the meta-generalization gap, that is, the difference between the average loss measured on the meta-training data and on a new, randomly selected task. This paper presents novel information-theoretic upper bounds on the meta-generalization gap. Two broad classes of meta-learning algorithms are considered that uses either separate within-task training and test sets, like MAML, or joint within-task training and test sets, like Reptile. Extending the existing work for conventional learning, an upper bound on the meta-generalization gap is derived for the former class that depends on the mutual information (MI) between the output of the meta-learning algorithm and its input meta-training data. For the latter, the derived bound includes an additional MI between the output of the per-task learning procedure and corresponding data set to capture within-task uncertainty. Tighter bounds are then developed, under given technical conditions, for the two classes via novel Individual Task MI (ITMI) bounds. Applications of the derived bounds are finally discussed, including a broad class of noisy iterative algorithms for meta-learning.",40,Meta learning or learning to learn refers to techniques that infer an inductive bias from data corresponding to multiple related tasks with the goal of improving the sample efficiency for new previously unobserved tasks A key performance measure for meta learning is the meta generalization gap that is the difference between the average loss measured on the meta training data and on a new randomly selected task This paper presents novel information theoretic upper bounds on the meta generalization gap Two broad classes of meta learning algorithms are considered that uses either separate within task training and test sets like MAML or joint within task training and test sets like Reptile Extending the existing work for conventional learning an upper bound on the meta generalization gap is derived for the former class that depends on the mutual information MI between the output of the meta learning algorithm and its input meta training data For the latter the derived bound includes an additional MI between the output of the per task learning procedure and corresponding data set to capture within task uncertainty Tighter bounds are then developed under given technical conditions for the two classes via novel Individual Task MI ITMI bounds Applications of the derived bounds are finally discussed including a broad class of noisy iterative algorithms for meta learning
40,40,Meta Learning,Task-similarity Aware Meta-learning through Nonparametric Kernel Regression,http://arxiv.org/abs/2006.07212v2,"This paper investigates the use of nonparametric kernel-regression to obtain a tasksimilarity aware meta-learning algorithm. Our hypothesis is that the use of tasksimilarity helps meta-learning when the available tasks are limited and may contain outlier/ dissimilar tasks. While existing meta-learning approaches implicitly assume the tasks as being similar, it is generally unclear how this task-similarity could be quantified and used in the learning. As a result, most popular metalearning approaches do not actively use the similarity/dissimilarity between the tasks, but rely on availability of huge number of tasks for their working. Our contribution is a novel framework for meta-learning that explicitly uses task-similarity in the form of kernels and an associated meta-learning algorithm. We model the task-specific parameters to belong to a reproducing kernel Hilbert space where the kernel function captures the similarity across tasks. The proposed algorithm iteratively learns a meta-parameter which is used to assign a task-specific descriptor for every task. The task descriptors are then used to quantify the task-similarity through the kernel function. We show how our approach conceptually generalizes the popular meta-learning approaches of model-agnostic meta-learning (MAML) and Meta-stochastic gradient descent (Meta-SGD) approaches. Numerical experiments with regression tasks show that our algorithm outperforms these approaches when the number of tasks is limited, even in the presence of outlier or dissimilar tasks. This supports our hypothesis that task-similarity helps improve the metalearning performance in task-limited and adverse settings.",41,This paper investigates the use of nonparametric kernel regression to obtain a tasksimilarity aware meta learning algorithm Our hypothesis is that the use of tasksimilarity helps meta learning when the available tasks are limited and may contain outlier dissimilar tasks While existing meta learning approaches implicitly assume the tasks as being similar it is generally unclear how this task similarity could be quantified and used in the learning As a result most popular metalearning approaches do not actively use the similarity dissimilarity between the tasks but rely on availability of huge number of tasks for their working Our contribution is a novel framework for meta learning that explicitly uses task similarity in the form of kernels and an associated meta learning algorithm We model the task specific parameters to belong to a reproducing kernel Hilbert space where the kernel function captures the similarity across tasks The proposed algorithm iteratively learns a meta parameter which is used to assign a task specific descriptor for every task The task descriptors are then used to quantify the task similarity through the kernel function We show how our approach conceptually generalizes the popular meta learning approaches of model agnostic meta learning MAML and Meta stochastic gradient descent Meta SGD approaches Numerical experiments with regression tasks show that our algorithm outperforms these approaches when the number of tasks is limited even in the presence of outlier or dissimilar tasks This supports our hypothesis that task similarity helps improve the metalearning performance in task limited and adverse settings
